"AccountScore","Account Id","BillingState","CloseDate","Division","Industry","Ownership","Rating","StartDate","Type","CLV"
"B",49307,"Texas","2014-09-05","Standard Hardware","Retail","Public","Cold","2014-07-22","Consulting",23230
"E",12481,"Texas","2014-10-15","Ground Vehicle","Hospitality","Public","Warm","2014-08-17","Customer",19200
"F",18123,"Boston","2015-08-07","Ground Vehicle","Manufacturing","Private","Hot","2015-05-22","Customer",19200
"M",43709,"New York","2015-02-20","Standard Materials","Apparel","Public","Cold","2015-01-15","Customer",19160
"A",21889,"New York","2014-03-07","Engine Parts","Apparel","Public","Cold","2014-02-07","Competitor",19640
"D",41095,"Texas","2015-10-17","Standard Materials","Retail","Public","Cold","2015-09-04","Customer",19160
"B",15098,"Texas","2014-11-24","Ground Vehicle","Hospitality","Private","Warm","2014-09-13","Customer",19200
"B",5938,"California","2016-02-22","Standard Mounts","Retail","Private","Cold","2015-12-15","Customer",19200
"G",6152,"Boston","2014-10-08","Standard Mounts","Banking","Public","Warm","2014-07-21","Consulting",19200
"B",24317,"Texas","2015-03-06","Frames","Consulting","Public","Hot","2014-12-19","Customer",23330
"B",16908,"Texas","2014-07-30","Ground Vehicle","Consulting","Private","Hot","2014-05-05","Customer",20200
"B",11270,"California","2015-03-16","Ground Vehicle","Apparel","Private","Hot","2015-01-03","Customer",20200
"F",9336,"California","2015-01-05","Ground Vehicle","Retail","Public","Cold","2014-10-25","Customer",19200
"B",48589,"Texas","2015-07-28","Standard Hardware","Retail","Private","Warm","2015-05-05","Consulting",12230
"B",14832,"Texas","2015-12-20","Ground Vehicle","Hospitality","Public","Warm","2015-09-23","Consulting",18680
"A",2324,"California","2015-12-28","Compliance","Hospitality","Private","Hot","2015-10-24","Customer",18640
"D",5631,"Texas","2014-08-24","Standard Mounts","Retail","Private","Cold","2014-06-20","Customer",19200
"B",10342,"Texas","2015-12-07","Ground Vehicle","Hospitality","Private","Warm","2015-10-05","Customer",19200
"F",11549,"New York","2015-11-16","Ground Vehicle","Retail","Public","Cold","2015-09-05","Customer",19200
"B",3962,"Texas","2015-07-05","Compliance","Banking","Private","Warm","2015-04-27","Consulting",20640
"C",42976,"New York","2014-12-25","Standard Materials","Shipping","Public","Cold","2014-11-18","Customer",19160
"C",42910,"Texas","2014-12-04","Standard Materials","Apparel","Public","Hot","2014-10-29","Competitor",19160
"D",53839,"Texas","2015-10-13","Navigation","Retail","Public","Cold","2015-09-06","Customer",19640
"A",1533,"California","2014-11-12","Compliance","Hospitality","Private","Hot","2014-09-11","Customer",20640
"J",13020,"Texas","2014-09-14","Ground Vehicle","Manufacturing","Private","Hot","2014-07-18","Customer",20200
"B",19402,"Texas","2015-10-11","Miniaturized Parts","Biotechnology","Private","Hot","2015-08-23","Competitor",17890
"F",2562,"Texas","2014-05-13","Compliance","Technology","Private","Hot","2014-02-15","Competitor",23220
"F",3991,"Texas","2015-05-17","Compliance","Banking","Private","Hot","2015-02-19","Customer",19220
"A",18990,"New York","2014-08-03","Miniaturized Parts","Technology","Public","Hot","2014-06-16","Competitor",22890
"B",3667,"Texas","2014-06-13","Compliance","Consulting","Public","Cold","2014-04-03","Consulting",24640
"E",12234,"Texas","2014-06-24","Ground Vehicle","Hospitality","Private","Cold","2014-05-25","Customer",19200
"F",1767,"Texas","2014-12-02","Compliance","Shipping","Private","Warm","2014-09-17","Customer",17220
"A",15241,"New York","2015-03-11","Ground Vehicle","Banking","Public","Hot","2015-01-10","Competitor",22680
"C",24752,"Texas","2015-06-21","Frames","Banking","Private","Hot","2015-05-06","Competitor",18680
"K",43964,"Boston","2014-02-05","Standard Materials","Retail","Public","Cold","2014-01-02","Customer",19160
"F",48435,"Texas","2015-02-22","Standard Hardware","Apparel","Public","Hot","2014-12-08","Partner",13230
"F",25049,"Texas","2016-02-22","Frames","Hospitality","Public","Hot","2015-12-19","Customer",20330
"H",14582,"Texas","2015-09-24","Ground Vehicle","Consulting","Public","Hot","2015-08-10","Competitor",20200
"B",13119,"Texas","2014-06-21","Ground Vehicle","Shipping","Public","Hot","2014-04-04","Customer",24680
"B",51133,"New York","2014-10-13","Standard Hardware","Shipping","Private","Warm","2014-08-11","Customer",25230
"A",22153,"New York","2015-11-16","Engine Parts","Banking","Public","Cold","2015-10-23","Customer",23160
"B",16217,"Texas","2014-05-02","Ground Vehicle","Apparel","Public","Hot","2014-02-17","Competitor",19680
"B",2484,"Texas","2015-01-19","Compliance","Shipping","Private","Hot","2014-10-27","Customer",37220
"G",9145,"California","2015-11-05","Ground Vehicle","Apparel","Public","Hot","2015-09-03","Customer",19200
"B",11485,"California","2015-06-28","Ground Vehicle","Shipping","Public","Hot","2015-04-20","Customer",19200
"B",16665,"Texas","2016-02-16","Ground Vehicle","Retail","Private","Cold","2015-11-27","Customer",19200
"F",6174,"Texas","2016-01-02","Standard Mounts","Shipping","Private","Warm","2015-11-06","Customer",19680
"G",7716,"New York","2015-02-19","Mapping","Shipping","Private","Hot","2014-12-12","Competitor",18700
"B",5464,"Texas","2014-05-30","Standard Mounts","Consulting","Private","Hot","2014-03-15","Customer",18630
"B",7536,"Texas","2015-03-10","Mapping","Shipping","Private","Hot","2014-12-17","Customer",18700
"B",51725,"California","2015-07-08","Raw Materials","Technology","Private","Hot","2015-04-21","Customer",16120
"E",50292,"Texas","2015-06-17","Standard Hardware","Consulting","Private","Hot","2015-04-02","Partner",15230
"B",25146,"New York","2015-07-14","Frames","Manufacturing","Public","Hot","2015-05-13","Consulting",21330
"D",10599,"New York","2014-06-10","Ground Vehicle","Banking","Public","Hot","2014-04-11","Customer",19200
"A",44530,"Boston","2015-05-22","Standard Materials","Manufacturing","Public","Cold","2015-04-19","Customer",19160
"B",24661,"Texas","2014-02-27","Frames","Hospitality","Private","Hot","2014-01-16","Competitor",20680
"I",41997,"New York","2015-03-25","Standard Materials","Retail","Public","Cold","2015-02-28","Customer",19160
"F",12732,"Boston","2015-12-17","Ground Vehicle","Banking","Private","Hot","2015-10-13","Customer",19200
"B",15900,"New York","2015-05-12","Ground Vehicle","Biotechnology","Public","Hot","2015-03-13","Competitor",22680
"G",51829,"California","2015-09-23","Raw Materials","Retail","Private","Hot","2015-09-22","Customer",27120
"E",9977,"Boston","2015-10-05","Ground Vehicle","Hospitality","Private","Cold","2015-08-08","Customer",19200
"A",43523,"Boston","2014-10-11","Standard Materials","Manufacturing","Public","Cold","2014-09-07","Reseller",19160
"B",24104,"New York","2015-05-19","Frames","Banking","Public","Hot","2015-02-25","Customer",23910
"A",18986,"California","2015-07-16","Miniaturized Parts","Technology","Public","Hot","2015-05-26","Competitor",17890
"A",12759,"Texas","2015-12-04","Ground Vehicle","Banking","Private","Cold","2015-10-09","Customer",19200
"A",43387,"New York","2014-05-08","Standard Materials","Banking","Public","Cold","2014-04-05","Customer",20160
"B",753,"California","2015-07-20","Naval","Technology","Public","Hot","2015-05-10","Customer",18180
"E",43623,"Boston","2014-02-14","Standard Materials","Manufacturing","Public","Cold","2014-01-14","Customer",19160
"D",41048,"California","2014-10-23","Standard Materials","Shipping","Public","Cold","2014-09-18","Customer",19160
"A",1783,"New York","2015-06-13","Compliance","Technology","Private","Hot","2015-04-12","Customer",26220
"E",43752,"New York","2015-11-05","Standard Materials","Apparel","Public","Cold","2015-09-29","Customer",19160
"E",8950,"California","2016-01-29","Ground Vehicle","Apparel","Private","Hot","2015-11-27","Customer",19200
"C",44143,"Texas","2015-03-07","Standard Materials","Consulting","Public","Cold","2015-01-26","Customer",20160
"C",50898,"New York","2015-10-13","Standard Hardware","Retail","Public","Warm","2015-08-25","Consulting",9230
"F",6945,"New York","2014-07-27","Mapping","Banking","Public","Warm","2014-05-09","Consulting",17060
"D",18567,"New York","2014-03-07","Miniaturized Parts","Banking","Public","Hot","2014-01-26","Reseller",17890
"I",22328,"California","2015-04-07","Engine Parts","Retail","Public","Cold","2015-03-02","Customer",20640
"I",42076,"California","2014-06-23","Standard Materials","Retail","Public","Cold","2014-05-25","Customer",20640
"B",50547,"Texas","2015-07-21","Standard Hardware","Shipping","Public","Cold","2015-05-04","Customer",15230
"F",14727,"Texas","2014-09-19","Ground Vehicle","Hospitality","Private","Warm","2014-07-08","Consulting",24680
"G",974,"California","2014-09-11","Compliance","Technology","Private","Hot","2014-07-30","Customer",29640
"H",48444,"Texas","2015-10-01","Standard Hardware","Shipping","Public","Hot","2015-08-02","Customer",15230
"F",1384,"Texas","2014-09-06","Compliance","Consulting","Public","Hot","2014-06-18","Customer",24640
"D",15366,"Boston","2014-12-01","Ground Vehicle","Banking","Public","Cold","2014-10-13","Customer",19200
"A",42735,"New York","2014-06-25","Standard Materials","Shipping","Public","Hot","2014-05-20","Customer",19160
"I",53810,"Texas","2015-09-07","Navigation","Retail","Public","Cold","2015-08-02","Customer",19640
"B",3163,"Texas","2015-10-02","Compliance","Banking","Private","Warm","2015-07-04","Consulting",19220
"B",50053,"Texas","2015-05-12","Standard Hardware","Shipping","Public","Hot","2015-02-28","Customer",12230
"F",50013,"New York","2014-07-21","Standard Hardware","Shipping","Private","Hot","2014-05-26","Competitor",24230
"B",18117,"Texas","2015-03-17","Ground Vehicle","Manufacturing","Public","Warm","2015-01-09","Customer",19200
"B",14310,"California","2016-02-02","Ground Vehicle","Retail","Public","Hot","2015-11-17","Competitor",19680
"B",3970,"Texas","2015-06-04","Compliance","Banking","Private","Hot","2015-03-23","Competitor",19640
"B",14370,"New York","2014-11-25","Ground Vehicle","Consulting","Public","Hot","2014-08-29","Customer",20680
"B",50023,"California","2014-07-01","Standard Hardware","Shipping","Public","Hot","2014-04-22","Customer",16230
"C",41850,"Texas","2015-06-27","Standard Materials","Apparel","Public","Hot","2015-05-20","Customer",18160
"E",12530,"Texas","2015-11-14","Ground Vehicle","Hospitality","Private","Warm","2015-09-11","Customer",19200
"B",17071,"Texas","2014-06-03","Ground Vehicle","Consulting","Private","Hot","2014-03-27","Customer",19200
"I",21692,"New York","2014-07-23","Engine Parts","Retail","Public","Cold","2014-07-08","Customer",20160
"I",21679,"New York","2014-11-01","Engine Parts","Retail","Public","Cold","2014-10-14","Customer",23160
"I",14130,"Texas","2014-08-09","Ground Vehicle","Retail","Public","Cold","2014-06-10","Consulting",21200
"K",50993,"Texas","2014-09-13","Standard Hardware","Consulting","Private","Cold","2014-07-27","Partner",15230
"D",21930,"Boston","2014-06-29","Engine Parts","Shipping","Public","Cold","2014-05-31","Customer",21160
"H",7162,"New York","2015-07-01","Mapping","Biotechnology","Private","Hot","2015-06-04","Customer",22700
"E",49549,"Texas","2015-09-09","Standard Hardware","Consulting","Public","Cold","2015-07-12","Consulting",8230
"C",16090,"Texas","2015-07-08","Ground Vehicle","Apparel","Private","Hot","2015-05-10","Customer",19200
"D",52310,"New York","2015-01-22","Raw Materials","Banking","Private","Hot","2014-11-23","Competitor",15120
"A",24767,"Boston","2015-02-25","Frames","Banking","Public","Hot","2015-01-04","Competitor",20680
"C",42991,"Texas","2015-06-12","Standard Materials","Retail","Public","Cold","2015-04-29","Customer",19160
"C",15491,"Texas","2015-12-20","Ground Vehicle","Manufacturing","Private","Hot","2015-10-18","Customer",19200
"F",51857,"Texas","2015-12-01","Raw Materials","Consulting","Private","Hot","2015-09-13","Customer",15120
"B",50972,"Texas","2015-11-19","Standard Hardware","Retail","Private","Warm","2015-09-11","Consulting",11230
"B",7150,"California","2014-07-16","Mapping","Technology","Private","Hot","2014-04-17","Customer",22700
"A",44490,"Texas","2014-09-27","Standard Materials","Manufacturing","Public","Cold","2014-09-04","Reseller",19160
"B",5627,"California","2014-07-10","Standard Mounts","Apparel","Public","Hot","2014-04-26","Consulting",19200
"C",17132,"Texas","2014-05-20","Ground Vehicle","Hospitality","Private","Cold","2014-03-12","Customer",19200
"F",13506,"Texas","2015-10-24","Ground Vehicle","Apparel","Public","Warm","2015-07-26","Consulting",18680
"F",777,"New York","2015-05-09","Naval","Technology","Public","Hot","2015-02-25","Customer",16180
"C",43174,"Texas","2014-11-23","Standard Materials","Consulting","Public","Cold","2014-10-24","Customer",20160
"D",42121,"New York","2016-01-28","Standard Materials","Retail","Public","Cold","2015-12-22","Customer",20160
"D",42772,"Texas","2015-09-12","Standard Materials","Biotechnology","Public","Warm","2015-08-16","Competitor",18160
"I",9458,"California","2016-02-23","Ground Vehicle","Retail","Private","Warm","2015-12-27","Consulting",20200
"A",21863,"Texas","2015-04-03","Engine Parts","Shipping","Public","Hot","2015-03-04","Customer",23160
"D",1116,"New York","2014-04-26","Compliance","Biotechnology","Private","Hot","2014-03-24","Customer",18220
"D",12953,"Boston","2015-04-18","Ground Vehicle","Banking","Private","Cold","2015-02-24","Customer",19200
"F",24219,"New York","2014-08-05","Frames","Technology","Public","Hot","2014-05-18","Customer",25910
"I",21965,"California","2015-09-24","Engine Parts","Retail","Public","Cold","2015-09-04","Reseller",21640
"B",17145,"New York","2015-12-23","Ground Vehicle","Hospitality","Public","Cold","2015-10-05","Customer",19200
"E",41794,"New York","2015-11-04","Standard Materials","Apparel","Public","Cold","2015-10-06","Customer",19160
"G",15246,"New York","2015-05-20","Ground Vehicle","Banking","Public","Hot","2015-03-12","Competitor",20200
"M",49996,"Texas","2014-07-23","Standard Hardware","Shipping","Private","Hot","2014-04-28","Customer",8230
"H",21628,"New York","2015-04-10","Engine Parts","Shipping","Public","Cold","2015-03-05","Customer",20640
"A",17136,"New York","2015-06-01","Ground Vehicle","Hospitality","Public","Warm","2015-04-14","Consulting",23200
"B",51021,"Texas","2015-11-15","Standard Hardware","Consulting","Private","Hot","2015-08-26","Partner",13230
"B",16959,"Texas","2015-10-27","Ground Vehicle","Consulting","Public","Hot","2015-08-22","Customer",19200
"C",42158,"Texas","2014-04-01","Standard Materials","Consulting","Public","Cold","2014-02-18","Customer",20160
"B",10729,"Boston","2015-05-18","Ground Vehicle","Banking","Public","Warm","2015-02-19","Consulting",20200
"C",13647,"Texas","2014-10-06","Ground Vehicle","Apparel","Private","Hot","2014-08-11","Competitor",19200
"B",18596,"Texas","2015-10-09","Miniaturized Parts","Manufacturing","Public","Hot","2015-07-20","Consulting",18890
"C",41822,"Texas","2014-04-08","Standard Materials","Apparel","Public","Cold","2014-03-01","Customer",18160
"F",3185,"New York","2014-06-10","Compliance","Banking","Private","Warm","2014-03-27","Consulting",30220
"B",2772,"Texas","2015-08-23","Compliance","Shipping","Private","Hot","2015-06-05","Competitor",25220
"B",13919,"California","2015-04-07","Ground Vehicle","Shipping","Private","Hot","2015-01-12","Customer",19200
"D",9680,"New York","2015-10-25","Ground Vehicle","Retail","Private","Hot","2015-09-11","Customer",19680
"H",43852,"Boston","2014-02-18","Standard Materials","Shipping","Public","Cold","2014-01-12","Customer",20160
"G",812,"New York","2015-11-05","Naval","Apparel","Public","Hot","2015-09-17","Competitor",43880
